n,M,c,limit_p1_squared,spectral_lower,srm,q_l1,lambda_max,helstrom_upper,rank,hypothesis_count,rank_threshold,gram_lambda_min,gram_lambda_max,weighted_gram_lambda_min,weighted_gram_lambda_max,prior_min,prior_max,solver,cvxpy_version,primal_status,dual_status,primal_objective,dual_objective,signed_gap,absolute_gap,relative_signed_gap,relative_gap,primal_equality_residual_fro_raw,primal_equality_residual_fro,primal_equality_residual_op,primal_psd_violation,dual_psd_violation,complementarity_residual,primal_feasible_objective,dual_feasible_objective,feasible_bound_gap,relative_feasible_bound_gap,primal_safety_contraction,primal_regularization_floor,dual_safety_shift,dual_feasible_min_slack,primal_feasible_equality_residual_fro,primal_feasible_equality_residual_op,primal_feasible_psd_violation,primal_feasible_min_eigenvalue,dual_feasible_psd_violation,primal_feasible_combined_violation,primal_iterations,dual_iterations,primal_solve_time_seconds,dual_solve_time_seconds,sdp_lower,sdp_upper,sdp_opt,sdp_status,sdp_lower_minus_srm,sdp_upper_minus_srm,sdp_minus_srm,sdp_minus_limit,product_srm,product_spectral_lower
3,6,0.95,0.07026455698781191,0.35728280942126356,0.3580101568016239,0.03747137303497522,5.577775668323221,0.44578013138871714,6,6,1e-12,0.0024845897515077347,5.577775668323221,0.00041409829191795065,0.92962927805387,0.16666666666666666,0.16666666666666666,CLARABEL,1.9.2,optimal,optimal,0.3591672381459496,0.3591672409427429,2.796793296955258e-09,2.796793296955258e-09,7.78688307013574e-09,7.78688307013574e-09,3.212171613371208e-16,9.312019611281717e-17,2.392897013493926e-16,0.0,1.2922498301936236e-11,2.7967932993595344e-09,0.35916723814548984,0.3591672410223242,2.8768343818263986e-09,8.009734922258479e-09,0.9999999999976117,3.4106051316484824e-13,1.3263558815101084e-11,3.4104124316453943e-13,4.585484491641088e-16,2.8372911942189905e-16,0.0,2.84763420287985e-10,0.0,2.8372911942189905e-16,10,12,0.04084210004657507,0.030030000023543835,0.35916723814548984,0.3591672410223242,0.3591672410223242,optimal,0.00115708134386594,0.0011570842207003218,0.0011570842207003218,0.2889026840345123,0.37562272107672584,0.3739454068024132
4,10,0.95,0.07026455698781191,0.2722602828825507,0.2729324499330079,0.040545485014583424,9.076195937309215,0.39441055290706345,10,10,1e-12,0.0013443829242107575,9.076195937309215,0.00013443829242107522,0.9076195937309218,0.1,0.1,CLARABEL,1.9.2,optimal,optimal,0.2738436463035622,0.27384364829441893,1.9908567017168366e-09,1.9908567017168366e-09,7.270048881371933e-09,7.270048881371933e-09,1.2492860477913921e-13,3.0014481247770814e-14,7.960498416450973e-14,1.310639767167614e-10,1.4075567946029125e-10,1.990851757121093e-09,0.27384364628537416,0.27384364970766006,3.4222858991128646e-09,1.2497225786140531e-08,0.9999999999937446,5.684341887365309e-13,1.4132411364889933e-10,5.684281888994994e-13,5.002523392646732e-16,2.86313338814667e-16,0.0,5.684260984202294e-13,0.0,2.86313338814667e-16,12,11,0.49875360005535185,0.17745009995996952,0.27384364628537416,0.27384364970766006,0.27384364970766006,optimal,0.0009111963523662503,0.0009111997746521494,0.0009111997746521494,0.20357909271984814,0.29728999091347247,0.29492799098504163
5,15,0.95,0.07026455698781191,0.22343591945285693,0.22406703171108486,0.041081349534618485,13.314812775443261,0.37333957852444305,15,15,1e-12,0.0010347719576614591,13.314812775443261,6.898479717745823e-05,0.8876541850295497,0.06666666666666667,0.06666666666666667,CLARABEL,1.9.2,optimal,optimal,0.22479325055036667,0.22479325128305475,7.32688076876542e-10,7.32688076876542e-10,3.2593864535017293e-09,3.2593864535017293e-09,1.1660687461939744e-15,2.392925777391608e-16,5.582822769968933e-16,0.0,1.4641563594862935e-11,7.326880223592585e-10,0.2247932505482091,0.22479325151546797,9.672588840992091e-10,4.3028822247079455e-09,0.9999999999863538,8.526512829121208e-13,1.5494214877775056e-11,8.526521547256279e-13,7.204535102139475e-16,4.533789909243571e-16,0.0,4.948112184042219e-12,0.0,4.533789909243571e-16,15,15,2.5983674000017345,1.2769965000916272,0.2247932505482091,0.22479325151546797,0.22479325151546797,optimal,0.0007262188371242317,0.0007262198043831158,0.0007262198043831158,0.15452869452765605,0.25075295562698785,0.2480418085867499
6,21,0.95,0.07026455698781191,0.19221081490775377,0.1928269813162546,0.043302602683983,18.247214406155756,0.3771854962174197,21,21,1e-12,0.0009009052511557259,18.247214406155756,4.290025005501545e-05,0.8689149717217021,0.047619047619047616,0.047619047619047616,CLARABEL,1.9.2,optimal,optimal,0.19344186426447385,0.19344186441963113,1.5515727591619566e-10,1.5515727591619566e-10,8.020873684397483e-10,8.020873684397483e-10,7.891263068900967e-13,1.413552363657362e-13,3.951357957259518e-13,9.556698467135018e-12,5.149184198104354e-11,1.5516304735053e-10,0.19344186425196033,0.19344186552602777,1.274067434886561e-09,6.586306617844489e-09,0.9999999999737348,1.193711796244002e-12,5.268555377712051e-11,1.1937074332219904e-12,1.0909470907223588e-15,4.957467781131469e-16,0.0,1.1937021036486925e-12,0.0,4.957467781131469e-16,14,15,13.089469300000928,10.26275849994272,0.19344186425196033,0.19344186552602777,0.19344186552602777,optimal,0.0006148829357057461,0.000614884209773181,0.000614884209773181,0.12317730853821586,0.2199962329011231,0.21712561647978873
7,28,0.95,0.07026455698781191,0.17072361310773684,0.1713399960679677,0.04871422425303655,23.829413769692074,0.40852395255526497,28,28,1e-12,0.0008292812390079331,23.829413769692074,2.9617187107431072e-05,0.8510504917747169,0.03571428571428571,0.03571428571428571,CLARABEL,1.9.2,optimal,optimal,0.17188660735283676,0.17188660697538644,-3.7745032099856246e-10,3.7745032099856246e-10,-2.19592629830773e-09,2.19592629830773e-09,1.9341552439662573e-13,3.074234185587444e-14,1.388183090266617e-13,1.373992555594184e-11,4.688579282595773e-11,3.943189912355051e-10,0.17188660733377917,0.17188660833275388,9.989747085104028e-10,5.811823975719088e-09,0.9999999999538347,1.591615728488492e-12,4.8477408554060354e-11,1.591613684196699e-12,1.0508931560249238e-15,4.1611968937241397e-16,0.0,1.5916072431357153e-12,0.0,4.1611968937241397e-16,16,17,105.11988619994372,100.7056723999558,0.17188660733377917,0.17188660833275388,0.17188660833275388,optimal,0.0005466112658114586,0.0005466122647861671,0.0005466122647861671,0.10162205134494197,0.19818241535149334,0.19525850075966011
3,6,0.99,0.008257056883771326,0.24313691653274183,0.24334923671109934,0.024310788029496877,5.913780724215765,0.30225653808840314,6,6,1e-12,9.987531858762175e-05,5.913780724215765,1.6645886431282052e-05,0.9856301207026275,0.16666666666666666,0.16666666666666666,CLARABEL,1.9.2,optimal,optimal,0.24437864033842174,0.24437864305721313,2.7187913864690216e-09,2.7187913864690216e-09,1.1125323258940527e-08,1.1125323258940527e-08,2.8879446126340846e-16,8.372092187478088e-17,2.262763577306532e-16,0.0,1.1701694081479936e-10,2.7187913680888964e-09,0.244378640338236,0.24437864376136115,3.4231251444527544e-09,1.4007464464735026e-08,0.9999999999976095,3.410605131648484e-13,1.173580013279642e-10,3.4106552765295813e-13,2.3372947195353944e-16,2.2882880330001444e-16,0.0,1.312264289807781e-09,0.0,2.2882880330001444e-16,10,11,0.04010390001349151,0.030125200049951673,0.244378640338236,0.24437864376136115,0.24437864376136115,optimal,0.0010294036271366602,0.0010294070502618047,0.0010294070502618047,0.23612158687758983,0.2525392181415853,0.25200485371939324
4,10,0.99,0.008257056883771326,0.16456456664591407,0.16473979835627323,0.027114710533726993,9.809468417731264,0.2494880323064746,10,10,1e-12,5.230129856978689e-05,9.809468417731264,5.230129856911101e-06,0.9809468417731262,0.1,0.1,CLARABEL,1.9.2,optimal,optimal,0.16545899039930254,0.16545899023913888,-1.601636601122891e-10,1.601636601122891e-10,-9.679961167615292e-10,9.679961167615292e-10,2.088814092155647e-13,5.018440053014499e-14,1.5509817488603035e-13,7.445756296139825e-11,1.1042389215568562e-10,2.651640040908577e-10,0.16545899039574566,0.16545899134906214,9.533164813113615e-10,5.761648105581191e-09,0.9999999999937441,5.684341886892408e-13,1.109923263442937e-10,5.68435762862523e-13,5.872552218191407e-16,3.300880131923221e-16,0.0,5.684297168556597e-13,0.0,3.300880131923221e-16,13,13,0.508297499967739,0.1652353999670595,0.16545899039574566,0.16545899134906214,0.16545899134906214,optimal,0.0007191920394724327,0.000719192992788914,0.000719192992788914,0.15720193446529082,0.17661656177495563,0.17585406077402668
5,15,0.99,0.008257056883771326,0.12219173914562872,0.1223422654246414,0.027929403496931002,14.648937368530317,0.22908854328478967,15,15,1e-12,3.9966983854611926e-05,14.648937368530317,2.664465590322095e-06,0.9765958245686877,0.06666666666666667,0.06666666666666667,CLARABEL,1.9.2,optimal,optimal,0.12286156124374362,0.12286156145938629,2.1564267038698404e-10,2.1564267038698404e-10,1.7551679143155971e-09,1.7551679143155971e-09,8.025880527659835e-16,1.64701579247265e-16,3.7036429776321757e-16,0.0,1.2532977889906686e-10,2.2089565129456464e-10,0.1228615612429769,0.12286156335212274,2.109145844086946e-09,1.7166848643670615e-08,0.9999999999863551,8.526512829121208e-13,1.2618243018197898e-10,8.52650407007543e-13,5.696421738942389e-16,2.8793348045655965e-16,0.0,1.4846390102236525e-10,0.0,2.8793348045655965e-16,15,13,2.4718728000298142,1.2182315000100061,0.1228615612429769,0.12286156335212274,0.12286156335212274,optimal,0.0005192958183354995,0.0005192979274813436,0.0005192979274813436,0.11460450646835141,0.13475817891198394,0.13387414348376378
6,21,0.99,0.008257056883771326,0.096358009230208,0.09649614418869168,0.02906930176305534,20.42077372524696,0.22772029500724134,21,21,1e-12,3.4706268833651035e-05,20.42077372524696,1.6526794682442548e-06,0.9724177964403311,0.047619047619047616,0.047619047619047616,CLARABEL,1.9.2,optimal,optimal,0.09690568009930062,0.09690568083779509,7.384944739063926e-10,7.384944739063926e-10,7.620755257439027e-09,7.620755257439027e-09,1.207325985270305e-15,2.1626683653590036e-16,5.08694211321286e-16,0.0,3.8434768143325484e-11,7.384944664116928e-10,0.09690568009800617,0.09690568166999318,1.5719870127828273e-09,1.6221825164868966e-08,0.9999999999737348,1.193711796076969e-12,3.962847993940245e-11,1.1937122744917646e-12,1.065447764223873e-15,4.75164538844058e-16,0.0,6.009384368567535e-11,0.0,4.75164538844058e-16,16,16,14.93669540004339,10.62459680007305,0.09690568009800617,0.09690568166999318,0.09690568166999318,optimal,0.00040953590931448736,0.00040953748130150014,0.00040953748130150014,0.08864862478622185,0.10869919535701378,0.10775510370016415
7,28,0.99,0.008257056883771326,0.07924909616557738,0.07938181789735507,0.03237532283186513,27.113681887985138,0.24782999143574652,28,28,1e-12,3.1909186499185455e-05,27.113681887985138,1.1396138035620428e-06,0.9683457817137541,0.03571428571428571,0.03571428571428571,CLARABEL,1.9.2,optimal,optimal,0.07972954507225849,0.07972955077835232,5.706093833546255e-09,5.706093833546255e-09,7.156811975018355e-08,7.156811975018355e-08,1.3692988328832052e-15,2.176425752517297e-16,5.359003535468743e-16,0.0,3.9094270885511626e-11,5.706093848908505e-09,0.07972954507022667,0.07972955191755715,6.847330480397318e-09,8.588196734767527e-08,0.9999999999538383,1.5916157281026305e-12,4.068588661361425e-11,1.5916154930580342e-12,1.3165345148925192e-15,5.400300497522546e-16,0.0,1.1486935393028097e-10,0.0,5.400300497522546e-16,14,15,92.5909268000396,90.49460919992998,0.07972954507022667,0.07972955191755715,0.07972955191755715,optimal,0.00034772717287159804,0.00034773402020207844,0.00034773402020207844,0.07147249503378583,0.09110809456914422,0.09013916969761077
