schema_version,schedule,lambda_target,n,external_M_n,c,lambda,h,p1_squared,P_tr,P_SRM,repaired_primal_value,shifted_dual_value,strongest_measurement_value,floating_primal_dual_span,floating_primal_dual_span_relative,repaired_primal_over_p1_squared,shifted_dual_over_p1_squared,strongest_measurement_over_p1_squared,repaired_primal_over_P_SRM,P_SRM_over_shifted_dual,primal_completeness_residual_fro,primal_completeness_residual_op,primal_psd_violation,primal_min_eigenvalue,dual_min_slack_after_shift,dual_psd_violation_after_shift,artifact_recomputation_status,artifact_recomputation_reason,diagnostic_kind,legacy_bound_fields_status,P_SRM_transfer_budget,P_SRM_safe_lower,L_raw,U_raw,L_safe,U_safe,strongest_certified_lower,P_tr_over_p1_squared,P_SRM_over_p1_squared,L_safe_over_p1_squared,U_safe_over_p1_squared,strongest_lower_over_p1_squared,P_tr_over_P_SRM,L_safe_over_P_SRM,P_SRM_over_U_safe,L_safe_over_U_safe,raw_safe_gap,raw_safe_gap_relative,safe_gap,safe_gap_relative,primal_feasible_equality_residual_fro,primal_feasible_equality_residual_op,primal_feasible_psd_violation,primal_feasible_min_eigenvalue,dual_feasible_min_slack,dual_feasible_psd_violation,P_opt,P_opt_status,srm_status,sdp_status,primal_status,dual_status,status,solver,cvxpy_version,gram_bytes,estimated_peak_bytes,estimated_dense_array_count,estimated_peak_scope,eigensolver_dimension,eigensolver_cubic_work_units,source_gram_lambda_min,source_gram_lambda_max,source_gram_factorization_residual_fro_relative,source_gram_factorization_residual_op_relative,source_gram_support_rank,trusted_source_snapshot_sha256,trusted_source_snapshot_pre_sha256,trusted_source_snapshot_post_sha256,trusted_source_snapshot_validation_status,trusted_source_snapshot_validation_reason,trusted_source_snapshot_validation_phase,srm_sqrt_reconstruction_residual_fro_relative,srm_sqrt_reconstruction_residual_op_relative,srm_sqrt_support_rank,source_reconstructed_sqrt_residual_fro_relative,source_reconstructed_sqrt_residual_op_relative,spectral_audit_status,source_target_trace,source_reconstructed_trace,source_difference_trace_norm,source_difference_fro_norm,source_difference_op_norm,source_difference_trace_norm_relative,source_difference_fro_norm_relative,source_difference_op_norm_relative,source_lambda_min_target,source_lambda_max_target,source_lambda_min_reconstructed,source_lambda_max_reconstructed,source_sqrt_difference_computed_fro,source_sqrt_difference_bound_trace,source_sqrt_difference_bound_spectral,source_sqrt_difference_bound,source_transfer_delta,source_transfer_budget,source_transfer_status,hull_subtraction_max_abs_error,hull_subtraction_max_elementwise_envelope,hull_subtraction_fro_error,hull_subtraction_fro_envelope,hull_subtraction_audit_status,hull_subtraction_audit_kind,certificate_rank,certificate_expected_rank,certificate_rank_tolerance,certificate_probability_scale,certificate_probability_tolerance,certificate_residual_tolerance,certificate_completeness_tolerance,certificate_primal_psd_tolerance,certificate_dual_psd_tolerance,certificate_validation_status,certificate_validation_reason,certificate_input_factor_pre_sha256,certificate_input_factor_post_sha256,certificate_input_factor_max_abs_error,certificate_input_factor_pre_writeable,certificate_input_factor_post_writeable,certificate_input_factor_validation_status,certificate_input_factor_validation_reason,certificate_source_binding_status,certificate_source_binding_reason,certificate_artifact_schema,certificate_artifact_source_states_sha256,certificate_artifact_source_gram_sha256,certificate_artifact_source_states_max_abs_error,certificate_artifact_source_gram_max_abs_error,certificate_artifact_primal_symmetry_error_fro,certificate_artifact_primal_completeness_fro,certificate_artifact_primal_completeness_op,certificate_artifact_primal_psd_violation,certificate_artifact_primal_min_eigenvalue,certificate_artifact_primal_objective,certificate_artifact_dual_symmetry_error_fro,certificate_artifact_dual_min_slack,certificate_artifact_dual_psd_violation,certificate_artifact_dual_trace,certificate_artifact_validation_status,certificate_artifact_validation_reason,enclosure_kind,numeric_guarantee,diagnostic_grid_scope,interpretation
weighted_hull_diagnostics_v8_route_b,compact_lambda,0.25,16,136,0.984375,0.25,1.9821249332713442,0.015346950199593479,0.041857727618943893,0.04208442092020926,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,2.7274296895843615,2.742200917634047,,,,0.9946133676950154,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,6.491566679921159e-05,122.21995445008716,4.947214986186247e-15,3.3017619617469083e-15,136,44126e3b5f52c7b2c784901f18972fd2b2ddf8f44385e913d929eaee8d810a13,,,not_computed,not_computed,not_computed,5.414561547506066e-15,3.289809531496231e-15,136,4.956540829621923e-15,3.286941494575537e-15,passed,1.0,1.0,1.2660091089824061e-14,4.4512034262888745e-15,2.9672146806598383e-15,1.2660091089824061e-14,4.947214986186247e-15,3.3017619617469083e-15,4.773210794067566e-07,0.8986761356624067,4.773210793898319e-07,0.8986761356624069,2.7323620970916995e-13,1.125170702152525e-07,3.2213813491552783e-12,3.2213813491552783e-12,6.4427626983105566e-12,6.442762698310557e-12,passed,1.457167719820518e-16,1.4210854715202004e-13,4.202887625001903e-15,1.7389046425226524e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,compact_lambda,0.5,16,136,0.96875,0.5,3.147350325171124,0.03869458620841711,0.07061461962666123,0.07107091858308921,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.824922464510052,1.8367147848612833,,,,0.9935796671054065,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.00026378559654028093,109.99243414545528,9.169450993832802e-15,6.366104310533652e-15,136,0bbe8e34afdea260e9a666a67372dc79fbe1c9acf9eaaa48f97f6eb63d75331f,,,not_computed,not_computed,not_computed,9.186414806173531e-15,6.36687590658963e-15,136,9.143281740828312e-15,6.366437295143867e-15,passed,1.0,1.0,1.686954227426119e-14,7.451171712019032e-15,5.148700802496117e-15,1.686954227426119e-14,9.169450993832802e-15,6.366104310533652e-15,1.9395999745389473e-06,0.8087678981283476,1.9395999745458222e-06,0.8087678981283474,4.2089637321872676e-13,1.2988280207271936e-07,2.675090575257198e-12,2.675090575257198e-12,5.350181150514396e-12,5.3501811505143965e-12,passed,2.220446049250313e-16,1.4210854715202006e-13,5.188445109095989e-15,1.5705086975337003e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,compact_lambda,1.0,16,136,0.9375,1.0,4.862308542796434,0.09235173580215306,0.12838516288228266,0.12917510980561236,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.3901759589806164,1.3987296360335528,,,,0.9938846816192497,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.0010893064154751898,89.47107261157564,1.0778626228073056e-14,7.15123449570035e-15,136,89ed5e20e44ef31ec68e6bc25b8b1591a10b300283fb18b4619df4c287461bc7,,,not_computed,not_computed,not_computed,1.0813854682772864e-14,7.145084963122229e-15,136,1.0800289414952641e-14,7.145595271216028e-15,passed,1.0,0.9999999999999989,1.768584804388995e-14,7.226205862666029e-15,4.704622211964784e-15,1.768584804388995e-14,1.0778626228073056e-14,7.15123449570035e-15,8.009605996147479e-06,0.6578755339086447,8.009605996152826e-06,0.6578755339086437,9.983174342480705e-14,1.329881500130367e-07,1.2766585483141816e-12,1.2766585483141816e-12,2.5533170966283624e-12,2.5533170966283628e-12,passed,2.220446049250313e-16,1.4210854715202004e-13,4.813473490840467e-15,1.295704674210525e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,compact_lambda,2.0,16,136,0.875,2.0,7.259196501565274,0.2058434915950684,0.2426772611097732,0.2436922028583585,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.1789406564632294,1.1838713042127433,,,,0.9958351488612247,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.004650857644595506,60.24144298557265,2.5984957807312373e-15,1.7463504150379136e-15,136,ba69db7fcdd1ba77501726499b594a8822c4913d520a3fd95736eb79f79ef2ae,,,not_computed,not_computed,not_computed,2.8035121857336443e-15,1.7442620055905601e-15,136,2.894386298394093e-15,1.7482635377769889e-15,passed,1.0,0.9999999999999996,4.836260973679433e-15,1.238612928432988e-15,7.735490364730707e-16,4.836260973679433e-15,2.5984957807312373e-15,1.7463504150379136e-15,3.4197482680856504e-05,0.44295178665862234,3.419748268084891e-05,0.4429517866586222,2.0303007287282673e-14,6.954323096951589e-08,1.0590306854507038e-13,1.0590306854507038e-13,2.1180613709014074e-13,2.1180613709014077e-13,passed,1.1102230246251565e-16,1.4210854715202004e-13,2.6556117889970216e-15,9.212398175360942e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,compact_lambda,4.0,16,136,0.75,4.0,10.360364025185826,0.4192857138061119,0.45138485110418586,0.4521459010692985,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.0765567159603187,1.0783718266117264,,,,0.9983168044577806,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.021330730442806083,29.204241583399472,6.596503516580322e-15,5.609330018541132e-15,136,6db0c38b65cb4e3afa2c8438f5b06fcaeac467ee83b088537ff1f7c6c5cbf641,,,not_computed,not_computed,not_computed,6.804846092255334e-15,5.635500386010321e-15,136,7.072338507063227e-15,5.7184086104990445e-15,passed,1.0,1.0000000000000004,5.5998725547662924e-15,1.8387080272398335e-15,1.2045310954594843e-15,5.5998725547662924e-15,6.596503516580322e-15,5.609330018541132e-15,0.00015684360619709994,0.21473707046617266,0.0001568436061970966,0.21473707046617274,8.999074715659864e-15,7.483229620134806e-08,7.340900993939021e-14,7.340900993939021e-14,1.4681801987878043e-13,1.4681801987878046e-13,passed,1.1102230246251565e-16,1.4210854715202004e-13,9.161885831713284e-16,5.387137761606834e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_log_log_n,0.7320993680864453,8,36,0.9084875789891943,0.7320993680864456,3.0453386841456664,0.14490762033053217,0.23519739540704265,0.2361521235272636,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.623085072203662,1.6296736016270508,,,,0.9959571478504586,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,10368,165888,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,36,46656,0.0027444649943637084,25.811296413405245,1.0605212317609043e-15,8.732852008618467e-16,36,6c484980dce6f6bcfc6aa239e66099d254690d5199dd91acaf2cb62f787e9e45,,,not_computed,not_computed,not_computed,1.557484422526156e-15,1.3370274149565586e-15,36,2.6035457072761318e-15,2.5700437236547038e-15,passed,1.0,1.0000000000000002,2.551519383280002e-15,7.701703374883791e-16,6.261284214690349e-16,2.551519383280002e-15,1.0605212317609043e-15,8.732852008618467e-16,7.623513873230886e-05,0.7169804559279231,7.623513873229648e-05,0.7169804559279235,1.087803629900521e-14,5.051256658773143e-08,4.4104123435919404e-14,4.4104123435919404e-14,8.820824687183881e-14,8.820824687183882e-14,passed,3.885780586188048e-16,8.526512829121205e-14,3.768988469577929e-15,2.229160665485064e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_log_log_n,1.0197814405382262,16,136,0.9362636599663609,1.0197814405382264,4.920187199241649,0.09456344560773979,0.13067478662603482,0.13147430701340118,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.3818742092804983,1.390329066040719,,,,0.9939188088872386,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.0011342691405727778,88.75370656837951,6.366159179853175e-15,4.221912334878743e-15,136,c0b2ba5ab3370e6e176d5fd50b1a86e5fae84a2402ee03c2f47ac0181e66c86a,,,not_computed,not_computed,not_computed,6.652664727730083e-15,4.212303798214704e-15,136,6.446335157085839e-15,4.217779258911081e-15,passed,1.0,0.9999999999999997,1.1790279796446355e-14,4.236951249203922e-15,2.7552232979944864e-15,1.1790279796446355e-14,6.366159179853175e-15,4.221912334878743e-15,8.340214268919237e-06,0.6526007835910257,8.34021426890951e-06,0.6526007835910259,1.1692447659329408e-13,1.0858305483106632e-07,7.335586915670775e-13,7.335586915670775e-13,1.4671173831341549e-12,1.467117383134155e-12,passed,2.220446049250313e-16,1.4210854715202004e-13,6.981284012361286e-15,1.2862787095646911e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_log_log_n,1.242924991852436,32,528,0.9611585940046113,1.242924991852437,7.238348565294243,0.05116571284443088,0.06473394055878547,0.0652613866342398,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.2651820322646286,1.2754906167860254,,,,0.9919179456236437,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,2230272,35684352,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,528,147197952,0.0003968713716157201,323.4076694109293,1.0295117643055933e-14,7.098380014525463e-15,528,f5c4abedb5718b0cdffaf470311577111be43084f5ae2a051687b36b4bd45a9d,,,not_computed,not_computed,not_computed,1.0612777021854019e-14,7.099048300930658e-15,528,1.0740165029193985e-14,7.10260393452926e-15,passed,0.9999999999999998,0.9999999999999998,2.0904928711812154e-14,6.469983129399198e-15,4.3478608657022695e-15,2.0904928711812158e-14,1.0295117643055933e-14,7.098380014525463e-15,7.516503250282554e-07,0.6125145253994871,7.516503250346136e-07,0.6125145253994873,7.910032603634598e-13,1.4458536824939152e-07,3.731343470928008e-12,3.731343470928008e-12,7.462686941856014e-12,7.462686941856015e-12,passed,5.551115123125783e-16,2.5579538487363607e-13,6.466715639733873e-14,8.487864964191381e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_sqrt_log_n,1.442026886600883,8,36,0.8197466391748897,1.4420268866008827,4.408671745699552,0.303693540020774,0.3895841655654483,0.39074236237034854,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.2828200611010658,1.2866337635750171,,,,0.997035906734365,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,10368,165888,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,36,46656,0.011664686061422059,18.682721176707094,1.1219149951596972e-15,8.316640545781656e-16,36,d4aedb15e58cff32bf80063edcc3e71722a186da26a89b727bacba7a905016a0,,,not_computed,not_computed,not_computed,1.6195947592794674e-15,1.2440876526996054e-15,36,1.1311348858088974e-15,8.341713521996432e-16,passed,1.0,1.0,2.043621527469317e-15,6.135491568378877e-16,4.316041012325995e-16,2.043621527469317e-15,1.1219149951596972e-15,8.316640545781656e-16,0.00032401905726172465,0.5189644771307528,0.0003240190572617275,0.5189644771307522,5.141156245551011e-15,4.520643236829596e-08,1.704253093192166e-14,1.704253093192166e-14,3.408506186384332e-14,3.408506186384333e-14,passed,1.6653345369377348e-16,8.526512829121202e-14,1.665623632424148e-15,1.6786623948090036e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_sqrt_log_n,1.6651092223153954,16,136,0.8959306736052878,1.6651092223153956,6.554426161331961,0.16781446212637824,0.20487639108099143,0.2058652974556233,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.2208506256552696,1.2267434811463962,,,,0.9951963425266221,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.0031533735809915445,68.59670083469797,3.2709626721328532e-15,1.9617868914326357e-15,136,03b0fdf91d69fda00676fec4e91f3c59f90f545529945c8589320c42530836fc,,,not_computed,not_computed,not_computed,3.743261904596929e-15,2.597622822911643e-15,136,2.9169911582942266e-15,1.9638938080504574e-15,passed,1.0,0.9999999999999993,5.966841783482482e-15,1.737038356491389e-15,9.895007977429174e-16,5.966841783482482e-15,3.2709626721328532e-15,1.9617868914326357e-15,2.318657044846275e-05,0.504387506137485,2.318657044846823e-05,0.5043875061374845,2.893075454682067e-14,7.724533502731723e-08,1.8036869146443978e-13,1.8036869146443978e-13,3.6073738292887946e-13,3.607373829288795e-13,passed,2.220446049250313e-16,1.4210854715202006e-13,7.440790153784482e-15,1.0263439538342901e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_sqrt_log_n,1.861648705529517,32,528,0.9418234779522026,1.861648705529518,9.310348895464925,0.08465097319852045,0.0989744213161725,0.09965265612312274,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.16920594739131,1.1772180798136942,,,,0.9931940117470399,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,2230272,35684352,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,528,147197952,0.0009081455986697899,258.37603334891776,5.362975813690218e-15,2.3353772159053017e-15,528,072592782d969fd87bc6e142b443e8d024e415d12239d97cc9dcb26df1225dc4,,,not_computed,not_computed,not_computed,5.649572855147571e-15,2.341147904873609e-15,528,5.646857271431167e-15,2.3603987902570753e-15,passed,0.9999999999999998,0.9999999999999998,1.572570223966249e-14,2.772879957180124e-15,1.1428134496572947e-15,1.5725702239662494e-14,5.362975813690218e-15,2.3353772159053017e-15,1.719972724747672e-06,0.48934854800931404,1.7199727247464548e-06,0.4893485480093144,2.045817105494966e-13,1.2540216202148386e-07,1.0571589550255145e-12,1.0571589550255145e-12,2.1143179100510286e-12,2.114317910051029e-12,passed,4.440892098500626e-16,2.557953848736361e-13,6.159061611876702e-14,6.983157821737103e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_n_one_third,2.0,8,36,0.75,2.0,5.180182012592913,0.4192857138061119,0.4970202152261079,0.4980747616674941,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.1853974482325014,1.1879125504805923,,,,0.9978827547136584,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,10368,165888,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,36,46656,0.02416158054300639,14.491066281716712,7.350227150219071e-15,5.854897299698312e-15,36,cf38d5fe1e70439849ad46cf9ab73b4ae25be6fadea7df14c5f33ac00730699b,,,not_computed,not_computed,not_computed,7.406982391534933e-15,5.897675699911452e-15,36,7.375986029006205e-15,5.997854506611145e-15,passed,1.0,0.9999999999999997,6.117016482121969e-15,3.2834049334556726e-15,2.3567695789603447e-15,6.117016482121969e-15,7.350227150219071e-15,5.854897299698312e-15,0.000671155015083506,0.4025296189365753,0.0006711550150835065,0.40252961893657524,7.25484978166858e-15,7.821135775654306e-08,6.336990132469195e-14,6.336990132469195e-14,1.2673980264938388e-13,1.267398026493839e-13,passed,5.551115123125783e-17,8.526512829121202e-14,4.600648876932005e-16,1.3711899969637103e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_n_one_third,2.5198420997897464,16,136,0.8425098687631408,2.519842099789747,8.220124488876168,0.26394705708055344,0.2999436333546983,0.30093836005962876,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.1363780171383353,1.140146677095877,,,,0.9966945832205195,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,147968,2367488,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,136,2515456,0.007643577479434154,49.492380218979775,5.616028415253696e-15,3.6243963556206925e-15,136,23f01314476bde0760bb078d7b0cfb1996f17bf152c26221331dc753fb160e93,,,not_computed,not_computed,not_computed,5.759602449588545e-15,3.6776580187625244e-15,136,5.8881159926815755e-15,3.669285149232765e-15,passed,1.0,0.9999999999999996,7.86199154435044e-15,2.2895401543574883e-15,1.318970606593116e-15,7.86199154435044e-15,5.616028415253696e-15,3.6243963556206925e-15,5.620277558407234e-05,0.36391456043367454,5.6202775584074294e-05,0.3639145604336744,1.6172496524979837e-14,8.866787210907026e-08,1.5270012307526756e-13,1.5270012307526756e-13,3.0540024615053507e-13,3.054002461505351e-13,passed,2.220446049250313e-16,1.4210854715202004e-13,5.0724162807543305e-15,7.8791265509555e-12,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
weighted_hull_diagnostics_v8_route_b,outer_n_one_third,3.1748021039363987,32,528,0.9007874342519875,3.1748021039364005,12.758190919063253,0.1589564800070977,0.17361820154680666,0.17441694038121117,,,,,,,,,,,,,,,,,not_computed,outside_small_sdp_cutoff,full_physical_gram_srm_only,deprecated_blank,,,,,,,,1.0922373314951004,1.0972622215427967,,,,0.9954205203195357,,,,,,,,,,,,,,,not_computed,computed,not_computed,not_computed,not_computed,srm_only,CLARABEL,,2230272,35684352,16,conservative_dense_linear_algebra_array_proxy_not_process_peak,528,147197952,0.002756317744157008,167.10718811334527,6.8327972944257446e-15,4.703055090434319e-15,528,bd9f72cb5fd00c95959add627148896d712ea91f1255ca2253811089b61c3cde,,,not_computed,not_computed,not_computed,6.932921033599188e-15,4.696358944397843e-15,528,6.947196707340506e-15,4.704392147732209e-15,passed,0.9999999999999998,1.0000000000000004,1.0930017641631116e-14,2.4902269509308705e-15,1.4884740751981697e-15,1.0930017641631119e-14,6.8327972944257446e-15,4.703055090434319e-15,5.220298757873272e-06,0.3164908865783052,5.220298757872441e-06,0.3164908865783057,1.0921657832374285e-13,1.0454672468150838e-07,5.449557686419799e-13,5.449557686419799e-13,1.0899115372839599e-12,1.08991153728396e-12,passed,2.7755575615628914e-16,2.557953848736361e-13,2.5870306117787172e-14,4.9222879867932053e-11,passed,empirical_ieee_double_consistency_envelope_not_error_bound_or_proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieee_double_residual_checked_not_directed_rounding_proof,default_srm_cutoff_n48_frozen_grid_through_n32,finite_size_diagnostic_not_proof
