n,M,c,limit_p1_squared,spectral_lower,srm,q_l1,lambda_max,helstrom_upper,rank,hypothesis_count,rank_threshold,weighted_gram_lambda_min,weighted_gram_lambda_max,solver,cvxpy_version,primal_status,dual_status,primal_objective,dual_objective,signed_gap,absolute_gap,relative_signed_gap,relative_gap,primal_equality_residual_fro_raw,primal_equality_residual_fro,primal_equality_residual_op,primal_psd_violation,dual_psd_violation,complementarity_residual,primal_feasible_objective,dual_feasible_objective,feasible_bound_gap,relative_feasible_bound_gap,primal_safety_contraction,primal_regularization_floor,dual_safety_shift,dual_feasible_min_slack,primal_feasible_equality_residual_fro,primal_feasible_equality_residual_op,primal_feasible_psd_violation,primal_feasible_min_eigenvalue,dual_feasible_psd_violation,primal_feasible_combined_violation,primal_iterations,dual_iterations,primal_solve_time_seconds,dual_solve_time_seconds,gram_lambda_min,gram_lambda_max,prior_min,prior_max,sdp_lower,sdp_upper,sdp_opt,sdp_status,sdp_lower_minus_srm,sdp_upper_minus_srm,sdp_minus_srm,sdp_minus_limit,product_srm,product_spectral_lower
3,6,0.8,0.3374121536925639,0.5986153303337287,0.5997849240084755,0.03682831004108053,4.439842899596878,0.6762160220047869,6,6,1e-12,0.006511929538534181,0.7399738165994798,CLARABEL,1.9.2,optimal,optimal,0.6003201848906705,0.600320186853567,1.9628965119977693e-09,1.9628965119977693e-09,3.2697493074402613e-09,3.2697493074402613e-09,4.771893560273849e-16,1.3833621538540092e-16,2.9636581938466984e-16,3.0179982777951336e-10,8.789174989978547e-11,1.9628963395507286e-09,0.6003201846380785,0.6003201873829638,2.7448853190392697e-09,4.572368850830485e-09,0.9999999994156494,3.4106051336333256e-13,8.823281041295032e-11,3.410456952745702e-13,2.4943316706531315e-16,2.3010985705670137e-16,0.0,3.410504359308801e-13,0.0,2.3010985705670137e-16,10,11,0.01675539999268949,0.012124700006097555,0.03907157723120538,4.439842899596878,0.16666666666666666,0.16666666666666666,0.6003201846380785,0.6003201873829638,0.6003201873829638,optimal,0.0005352606296029627,0.0005352633744882818,0.0005352633744882818,0.2629080336903999,0.6174661985621849,0.6153658353857364
4,10,0.8,0.3374121536925639,0.52836271206589,0.5296174233183633,0.039991297950750015,6.709090091199453,0.6319478173049046,10,10,1e-12,0.0023825184148539027,0.6709090091199456,CLARABEL,1.9.2,optimal,optimal,0.5301143944047833,0.530114394366447,-3.833622308491158e-11,3.833622308491158e-11,-7.23168876207219e-11,7.23168876207219e-11,2.169492979309767e-15,5.212273558948499e-16,1.1541413566205808e-15,7.017768269141988e-11,7.807169940521359e-11,1.8201585262041438e-10,0.5301143943044578,0.5301143951528484,8.483905800105163e-10,1.6003915163344652e-09,0.9999999997728938,5.684419209936783e-13,7.864013359382167e-11,5.684416518405816e-13,4.9297174143323e-16,3.141373956243858e-16,0.0,5.684358695249856e-13,0.0,3.141373956243858e-16,11,12,0.1971578998491168,0.11775930016301572,0.02382518414853894,6.709090091199453,0.1,0.1,0.5301143943044578,0.5301143951528484,0.5301143951528484,optimal,0.0004969709860945803,0.0004969718344851604,0.0004969718344851604,0.19270224146028453,0.556072303731125,0.5532178569000029
5,15,0.8,0.3374121536925639,0.48527288930006834,0.4865196925791108,0.03805622884912707,9.206325380037992,0.6007428213101078,15,15,1e-12,0.001260730373827692,0.6137550253358659,CLARABEL,1.9.2,optimal,optimal,0.48694609366779806,0.4869460962128531,2.5450550555916607e-09,2.5450550555916607e-09,5.226564258418691e-09,5.226564258418691e-09,6.942015703916954e-16,1.4245925361759834e-16,3.288332326726599e-16,2.0161802667601479e-10,3.526867747297656e-11,2.54505518004797e-09,0.4869460933300062,0.48694609675467304,3.4246668279003245e-09,7.032948539411846e-09,0.9999999992345738,8.526514996556107e-13,3.612132875588868e-11,8.526478317771308e-13,5.328100859602657e-16,2.6104488949136044e-16,0.0,8.526436031645041e-13,0.0,2.6104488949136044e-16,12,14,0.9774968000128865,0.9700096000451595,0.018910955607415465,9.206325380037992,0.06666666666666667,0.06666666666666667,0.4869460933300062,0.48694609675467304,0.48694609675467304,optimal,0.00042640075089539486,0.00042640417556222276,0.00042640417556222276,0.14953394306210915,0.5169386642069801,0.5137447832264187
6,21,0.8,0.3374121536925639,0.45654860241797485,0.4577648184481883,0.038490021038264086,11.855440503725848,0.5890764047207298,21,21,1e-12,0.0007933498179827558,0.5645447858917069,CLARABEL,1.9.2,optimal,optimal,0.4581287223323294,0.4581287249127663,2.5804369196968935e-09,2.5804369196968935e-09,5.632558681963183e-09,5.632558681963183e-09,9.11023647908108e-16,1.6319055892627974e-16,3.5893385013089756e-16,1.2161916183137997e-10,1.596151586561747e-11,2.5804368844860693e-09,0.4581287218935627,0.45812872527302606,3.3794633758077453e-09,7.376667739527383e-09,0.9999999989655006,1.1937232816041237e-12,1.715522766169444e-11,1.1937149293399299e-12,9.125610599265572e-16,3.720026164601946e-16,0.0,1.193712689116616e-12,0.0,3.720026164601946e-16,14,14,6.867349500069395,5.64947159984149,0.01666034617763793,11.855440503725848,0.047619047619047616,0.047619047619047616,0.4581287218935627,0.45812872527302606,0.45812872527302606,optimal,0.0003639034453744028,0.0003639068248377786,0.0003639068248377786,0.12071657158046217,0.48975742179326137,0.48644443589700204
7,28,0.8,0.3374121536925639,0.4362309847797374,0.4374111656818704,0.041855706921175,14.597208041665333,0.5961461238846727,28,28,1e-12,0.0005508039222672744,0.5213288586309047,CLARABEL,1.9.2,optimal,optimal,0.4377253454454839,0.43772535202400475,6.578520839184421e-09,6.578520839184421e-09,1.5028877944125908e-08,1.5028877944125908e-08,7.973413465236236e-13,1.2673305479030158e-13,5.246956427206901e-13,3.57289904149146e-10,6.601107033340477e-11,6.57851164931399e-09,0.4377253436747267,0.43772535391687994,1.024215323663924e-08,2.3398583757636464e-08,0.9999999956777921,1.5916245529300541e-12,6.76026860615074e-11,1.5916237256137577e-12,1.1762884671747287e-15,4.919750864769663e-16,0.0,1.5916161985338545e-12,0.0,4.919750864769663e-16,16,15,43.62389699998312,37.98629319993779,0.015422509823483569,14.597208041665333,0.03571428571428571,0.03571428571428571,0.4377253436747267,0.43772535391687994,0.43772535391687994,optimal,0.00031417799285632375,0.0003141882350095604,0.0003141882350095604,0.10031320022431606,0.469756638217088,0.4664405098659452
3,6,0.9,0.16039300757163244,0.45383142786811953,0.4548752427256974,0.03995938886742137,5.177389872840252,0.5447545358336121,6,6,1e-12,0.0016464606768073495,0.8628983121400415,CLARABEL,1.9.2,optimal,optimal,0.45581866822354766,0.45581867157992884,3.3563811729919735e-09,3.3563811729919735e-09,7.3634131171404525e-09,7.3634131171404525e-09,7.530139995529638e-15,2.1829721370483153e-15,6.45546302797802e-15,6.800947905831957e-10,4.482904129760088e-11,3.356382447488581e-09,0.4558186678194896,0.45581867185094943,4.031459832631867e-09,8.84443771048092e-09,0.9999999988374787,3.410708809472666e-13,4.517010181076573e-11,3.410581950538796e-13,1.2913693213832308e-16,1.110384977519055e-16,0.0,3.4104263658370106e-13,0.0,1.110384977519055e-16,10,10,0.01669780001975596,0.011842399835586548,0.00987876406084378,5.177389872840252,0.16666666666666666,0.16666666666666666,0.4558186678194896,0.45581867185094943,0.45581867185094943,optimal,0.000943425093792194,0.0009434291252520266,0.0009434291252520266,0.295425664279317,0.4749527957250572,0.4727567696876298
4,10,0.9,0.16039300757163244,0.37096578747485554,0.37200141835533035,0.042975862950372604,8.22224425892467,0.49419673652290697,10,10,1e-12,0.0005565963004593566,0.822224425892467,CLARABEL,1.9.2,optimal,optimal,0.3728039555096656,0.37280395542919653,-8.046907584713381e-11,8.046907584713381e-11,-2.1584823515568106e-10,2.1584823515568106e-10,2.1929759158805525e-15,5.268692035773121e-16,1.294649130192627e-15,1.4531081936680258e-11,9.957187160342952e-11,1.9315001587741494e-10,0.37280395549792195,0.3728039564305996,9.326776573281848e-10,2.5017912026062214e-09,0.9999999999569167,5.684341886293388e-13,1.001403057920376e-10,5.68430046508113e-13,4.54785890125992e-16,2.3154829853318966e-16,0.0,5.684263869623713e-13,0.0,2.3154829853318966e-16,12,12,0.22001300007104874,0.08771130000241101,0.005565963004593722,8.22224425892467,0.1,0.1,0.37280395549792195,0.3728039564305996,0.3728039564305996,optimal,0.0008025371425915973,0.0008025380752692546,0.0008025380752692546,0.21241094885896716,0.4007863982501146,0.39773742010612206
5,15,0.9,0.16039300757163244,0.32182389648390414,0.32283324929704543,0.04254835089710636,11.796408653357716,0.4679600381391005,15,15,1e-12,0.00028836332146304274,0.7864272435571811,CLARABEL,1.9.2,optimal,optimal,0.3235023807629893,0.3235023817741749,1.0111855797134695e-09,1.0111855797134695e-09,3.1257438530999578e-09,3.1257438530999578e-09,5.596524788388663e-13,1.1484801795484013e-13,3.5952237282168047e-13,6.875336040015977e-11,2.3656312876512307e-11,1.0111853616404134e-09,0.3235023807199475,0.3235023821418094,1.4218618504813207e-09,4.395212932258197e-09,0.9999999998434682,8.526712141994333e-13,2.4508964159424427e-11,8.526522856256316e-13,6.578940212044881e-16,3.1470022556798816e-16,0.0,8.526413685677168e-13,0.0,3.1470022556798816e-16,12,14,1.1774446999188513,0.9077830000314862,0.004325449821945852,11.796408653357716,0.06666666666666667,0.06666666666666667,0.3235023807199475,0.3235023821418094,0.3235023821418094,optimal,0.0006691314229020917,0.0006691328447639422,0.0006691328447639422,0.16310937457017693,0.3550869169784818,0.3516227492005708
6,21,0.9,0.16039300757163244,0.2897224432089092,0.2907206620774081,0.04441087644112364,15.829338663471315,0.46641600664074334,21,21,1e-12,0.00017996736410972258,0.753778031593872,CLARABEL,1.9.2,optimal,optimal,0.29129702557544945,0.2912970265622809,9.868314498895359e-10,9.868314498895359e-10,3.38771549853118e-09,3.38771549853118e-09,4.744981189577967e-13,8.499627141402337e-14,3.825554034616042e-13,5.673743716750441e-11,2.512769088149048e-11,9.868465471920087e-10,0.29129702545048175,0.2912970271150304,1.6645486655697539e-09,5.714265905186448e-09,0.999999999505716,1.1937331450605615e-12,2.6321402677567448e-11,1.1937102877950795e-12,1.083187535005259e-15,4.612810378140213e-16,0.0,1.1937093636251205e-12,0.0,4.612810378140213e-16,13,16,6.523646399844438,6.275800799950957,0.00377931464630399,15.829338663471315,0.047619047619047616,0.047619047619047616,0.29129702545048175,0.2912970271150304,0.2912970271150304,optimal,0.0005763633730736517,0.0005763650376223173,0.0005763650376223173,0.13090401954339798,0.32406536223271537,0.32042740338448433
7,28,0.9,0.16039300757163244,0.2673062371499027,0.26830344869449807,0.049606271526399834,20.25796423434646,0.49057835203356026,28,28,1e-12,0.00012445103089873589,0.72349872265523,CLARABEL,1.9.2,optimal,optimal,0.2688154968272736,0.26881549746438327,6.371096428203771e-10,6.371096428203771e-10,2.3700629226549186e-09,2.3700629226549186e-09,1.4131281560735137e-13,2.246090069331133e-14,1.08669807931138e-13,3.440650724788022e-11,1.91746031556688e-11,6.371185813419474e-10,0.2688154967062191,0.2688154980458374,1.3396182496627773e-09,4.983411532218597e-09,0.9999999995009775,1.5916262092787355e-12,2.0766218883771425e-11,1.5916176727511715e-12,1.2287831999991489e-15,5.830786022167343e-16,0.0,1.5916173832455223e-12,0.0,5.830786022167343e-16,14,15,38.59660180006176,37.64263020013459,0.003484628865164206,20.25796423434646,0.03571428571428571,0.03571428571428571,0.2688154967062191,0.2688154980458374,0.2688154980458374,optimal,0.0005120480117210557,0.0005120493513393054,0.0005120493513393054,0.10842249047420494,0.3016107017151069,0.2979307998649721
3,6,0.95,0.07026455698781191,0.35728280942126356,0.3580101568016239,0.03747137303497522,5.577775668323221,0.44578013138871714,6,6,1e-12,0.00041409829191795065,0.92962927805387,CLARABEL,1.9.2,optimal,optimal,0.3591672381459496,0.3591672409427429,2.796793296955258e-09,2.796793296955258e-09,7.78688307013574e-09,7.78688307013574e-09,3.212171613371208e-16,9.312019611281717e-17,2.392897013493926e-16,0.0,1.2922498301936236e-11,2.7967932993595344e-09,0.3591672381455555,0.3591672410223242,2.876768712134492e-09,8.009552083500008e-09,0.9999999999979525,3.4106051316484824e-13,1.3263558815101084e-11,3.4104124316453943e-13,3.273413449493872e-16,2.364264034180328e-16,0.0,2.847634189663789e-10,0.0,2.364264034180328e-16,10,12,0.01671239989809692,0.012576299952343106,0.0024845897515077347,5.577775668323221,0.16666666666666666,0.16666666666666666,0.3591672381455555,0.3591672410223242,0.3591672410223242,optimal,0.0011570813439316097,0.0011570842207003218,0.0011570842207003218,0.2889026840345123,0.37562272107672584,0.3739454068024132
4,10,0.95,0.07026455698781191,0.2722602828825507,0.2729324499330079,0.040545485014583424,9.076195937309215,0.39441055290706345,10,10,1e-12,0.00013443829242107522,0.9076195937309218,CLARABEL,1.9.2,optimal,optimal,0.2738436463035622,0.27384364829441893,1.9908567017168366e-09,1.9908567017168366e-09,7.270048881371933e-09,7.270048881371933e-09,1.2492860477913921e-13,3.0014481247770814e-14,7.960498416450973e-14,1.310639767167614e-10,1.4075567946029125e-10,1.990851757121093e-09,0.27384364626326185,0.27384364970766006,3.444398211094324e-09,1.2577973732212316e-08,0.9999999997683415,5.684341887365309e-13,1.4132411364889933e-10,5.684281888994994e-13,4.907566132452328e-16,2.8278848609684924e-16,0.0,5.684350288230988e-13,0.0,2.8278848609684924e-16,12,11,0.2247795001603663,0.0897871998604387,0.0013443829242107575,9.076195937309215,0.1,0.1,0.27384364626326185,0.27384364970766006,0.27384364970766006,optimal,0.0009111963302539383,0.0009111997746521494,0.0009111997746521494,0.20357909271984814,0.29728999091347247,0.29492799098504163
5,15,0.95,0.07026455698781191,0.22343591945285693,0.22406703171108486,0.041081349534618485,13.314812775443261,0.37333957852444305,15,15,1e-12,6.898479717745823e-05,0.8876541850295497,CLARABEL,1.9.2,optimal,optimal,0.22479325055036667,0.22479325128305475,7.32688076876542e-10,7.32688076876542e-10,3.2593864535017293e-09,3.2593864535017293e-09,1.1660687461939744e-15,2.392925777391608e-16,5.582822769968933e-16,0.0,1.4641563594862935e-11,7.326880223592585e-10,0.2247932505482092,0.22479325151546797,9.672587730769067e-10,4.302881730821665e-09,0.9999999999863558,8.526512829121208e-13,1.5494214877775056e-11,8.526521547256279e-13,6.904248468482678e-16,3.2008790300628464e-16,0.0,4.948112798206149e-12,0.0,3.2008790300628464e-16,15,15,1.6092744001653045,0.9337057999800891,0.0010347719576614591,13.314812775443261,0.06666666666666667,0.06666666666666667,0.2247932505482092,0.22479325151546797,0.22479325151546797,optimal,0.0007262188371243428,0.0007262198043831158,0.0007262198043831158,0.15452869452765605,0.25075295562698785,0.2480418085867499
6,21,0.95,0.07026455698781191,0.19221081490775377,0.1928269813162546,0.043302602683983,18.247214406155756,0.3771854962174197,21,21,1e-12,4.290025005501545e-05,0.8689149717217021,CLARABEL,1.9.2,optimal,optimal,0.19344186426447385,0.19344186441963113,1.5515727591619566e-10,1.5515727591619566e-10,8.020873684397483e-10,8.020873684397483e-10,7.891263068900967e-13,1.413552363657362e-13,3.951357957259518e-13,9.556698467135018e-12,5.149184198104354e-11,1.5516304735053e-10,0.19344186423876675,0.19344186552602777,1.2872610199998746e-09,6.654511011783636e-09,0.9999999998350035,1.1937244698840733e-12,5.268555377712051e-11,1.1937074332219904e-12,8.978657279969221e-16,3.6551073943577696e-16,0.0,1.1937107071276978e-12,0.0,3.6551073943577696e-16,14,15,6.595621200045571,5.702252200106159,0.0009009052511557259,18.247214406155756,0.047619047619047616,0.047619047619047616,0.19344186423876675,0.19344186552602777,0.19344186552602777,optimal,0.000614882922512161,0.000614884209773181,0.000614884209773181,0.12317730853821586,0.2199962329011231,0.21712561647978873
